"Show_Name","English","Type","Episodes","Rank","Score","Users","Popularity","Members","Favorites","Genre","Source","Licensors","Studios","Producers","Premiered"
"Barakamon","Barakamon","TV","12","116","8.47","176807","176","329049","7413","Comedy, Slice of Life","Web manga","Funimation","Kinema Citrus","VAP, Nippon Television Network","Summer 2014"
"Chihayafuru 2","","TV","25","117","8.47","62830","759","114603","1116","Drama, Game, Josei, School, Slice of Life, Sports","Manga","Sentai Filmworks","Madhouse","VAP, Nippon Television Network","Winter 2013"
"Hunter x Hunter","Hunter x Hunter","TV","62","118","8.47","115441","313","230125","5943","Action, Adventure, Shounen, Super Power","Manga","Viz Media","Nippon Animation","Fuji TV","Fall 1999"
"Kaze no Tani no Nausicaä","","","","119","","","","","","","","","","",""
"Mahou Shoujo Madoka<U+2605>Magica Movie 3: Hangyaku no Monogatari","","","","120","","","","","","","","","","",""
"Natsume Yuujinchou Roku Specials","","Special","2","121","8.47","4957","3286","13206","22","Slice of Life, Supernatural, Drama, Fantasy, Shoujo","Manga","None found, add some","Shuka","None found, add some",""
"Shingeki no Kyojin Season 2","Attack on Titan Season 2","TV","12","122","8.47","351030","46","652523","7464","Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen","Manga","Funimation","Wit Studio","Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Mad Box, Shingeki no Kyojin Team, Pony Canyon Enterprise","Spring 2017"
"Detective Conan: Episode One - The Great Detective Turned Small","","Special","1","123","8.46","4349","3624","10402","36","Adventure, Mystery, Comedy, Police, Shounen","Manga","None found, add some","TMS Entertainment","YTV",""
"Ghost in the Shell: Stand Alone Complex","Ghost in the Shell: Stand Alone Complex","TV","26","124","8.46","110475","274","252578","6750","Action, Military, Sci-Fi, Police, Mecha, Seinen","Manga","Bandai Entertainment, Manga Entertainment","Production I.G","Bandai Visual, Dentsu, Victor Entertainment, Kodansha, Trilogy Future Studio, Tokuma Shoten, Nippon Television Network","Fall 2002"
"Mahou Shoujo Madoka<U+2605>Magica","","","","125","","","","","","","","","","",""
"Major S6","","TV","25","126","8.46","20035","1985","33288","309","Comedy, Drama, Sports","Manga","None found, add some","SynergySP","NHK","Spring 2010"
"Major: World Series","","OVA","2","127","8.46","11007","2741","18968","72","Comedy, Drama, Sports","Manga","None found, add some","SynergySP","None found, add some",""
"Mobile Suit Gundam: The Origin","Mobile Suit Gundam: The Origin","OVA","6","128","8.47","5638","2186","28371","240","Action, Military, Sci-Fi, Space, Mecha, Shounen","Manga","NYAV Post","Sunrise","None found, add some",""
"Mononoke","Mononoke","TV","12","129","8.46","37032","664","126350","3703","Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen","Original","Flatiron Film Company","Toei Animation","Fuji TV","Summer 2007"
"Quanzhi Gaoshou (2018)","The King's Avatar (2018)","ONA","3","130","8.46","4695","2360","25674","103","Action, Game","Novel","None found, add some","None found, add some","Tencent Penguin Pictures, China Literature Limited, Colored-Pencil Animation Design",""
"Shokugeki no Souma: Ni no Sara","Food Wars! The Second Plate","TV","13","131","8.46","236546","127","393831","2327","Ecchi, School, Shounen","Manga","Sentai Filmworks","J.C.Staff","Dentsu, Lantis, Mainichi Broadcasting System, KlockWorx, Showgate, Shueisha","Summer 2016"
"Uchuu Senkan Yamato 2199","Star Blazers 2199","OVA","26","132","8.46","21208","1279","63842","1233","Action, Military, Sci-Fi, Space, Drama","Original","Funimation","Xebec, AIC","Production I.G, Bandai Visual, OLM, Lantis, Shochiku, Bandai, Tohokushinsha Film Corporation, Bandai Namco Games, Voyager Entertainment",""
"Kenpuu Denki Berserk","Berserk","TV","25","133","8.45","154124","210","302440","12581","Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural","Manga","Media Blasters, NYAV Post","OLM","VAP, Hakusensha, Nippon Television Network","Fall 1997"
"Mahou Shoujo Madoka<U+2605>Magica Movie 2: Eien no Monogatari","","","","134","","","","","","","","","","",""
"Psycho-Pass","Psycho-Pass","TV","22","135","8.45","377406","29","752834","24133","Action, Police, Psychological, Sci-Fi","Original","Funimation","Production I.G","Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, Kyoraku Industrial Holdings","Fall 2012"
"Romeo no Aoi Sora","Romeo and the Black Brothers","TV","33","136","8.45","7975","2522","22180","316","Adventure, Drama, Historical, Slice of Life","Novel","None found, add some","Nippon Animation","None found, add some","Winter 1995"
"Tonari no Totoro","My Neighbor Totoro","Movie","1","137","8.45","263038","118","406225","4206","Adventure, Comedy, Supernatural","Original","Walt Disney Studios, GKIDS","Studio Ghibli","Studio Fantasia",""
"Boku no Hero Academia","My Hero Academia","TV","13","138","8.44","496612","27","768293","19876","Action, Comedy, School, Shounen, Super Power","Manga","Funimation","Bones","Dentsu, Mainichi Broadcasting System, Movic, TOHO animation, Shueisha","Spring 2016"
"Evangelion: 2.0 You Can (Not) Advance","Evangelion: 2.0 You Can (Not) Advance","Movie","1","139","8.44","142074","295","236364","2173","Action, Sci-Fi, Mecha","Original","Funimation","Khara","Gainax, KlockWorx",""
"Fate/Zero","Fate/Zero","TV","13","140","8.44","375749","43","667707","21047","Action, Supernatural, Magic, Fantasy","Novel","Aniplex of America","ufotable","Aniplex, Nitroplus, Seikaisha, Notes","Fall 2011"
"Katanagatari","Katanagatari","TV","12","141","8.44","118515","230","286571","7798","Action, Adventure, Historical, Martial Arts, Romance","Light novel","NIS America, Inc.","White Fox","Aniplex, Lantis, Kodansha, Movic, Fuji TV","Winter 2010"
"Magi: The Kingdom of Magic","Magi: The Kingdom of Magic","TV","25","142","8.44","202513","140","373602","5563","Action, Adventure, Magic, Fantasy, Shounen","Manga","Aniplex of America","A-1 Pictures","Aniplex, Dentsu, Shogakukan Productions, Mainichi Broadcasting System, Movic, GYAO!","Fall 2013"
"Owarimonogatari","Owarimonogatari","TV","12","143","8.44","89394","393","192812","1177","Mystery, Comedy, Supernatural, Vampire","Light novel","Aniplex of America","Shaft","Aniplex","Fall 2015"
"Sakamichi no Apollon","Kids on the Slope","TV","12","144","8.44","94108","391","193370","4609","Drama, Josei, Music, Romance, School","Manga","Sentai Filmworks","Tezuka Productions, MAPPA","Dentsu, Fuji TV, Toho, DAX Production, Sony Music Entertainment","Spring 2012"
"Shirobako","Shirobako","TV","24","145","8.44","74386","326","223360","4595","Comedy, Drama","Original","Sentai Filmworks","P.A. Works","Sotsu, Movic, Warner Bros., KlockWorx, Showgate, Infinite","Fall 2014"
"Steins;Gate: Oukoubakko no Poriomania","Steins;Gate: Egoistic Poriomania","Special","1","146","8.44","145155","329","222353","557","Sci-Fi, Comedy, Thriller","Visual novel","Funimation","White Fox","Frontier Works",""
"3-gatsu no Lion","March comes in like a lion","TV","22","147","8.43","66909","390","193811","3950","Game, Slice of Life, Drama, Seinen","Manga","Aniplex of America","Shaft","Aniplex, Dentsu, NHK, Hakusensha, Asmik Ace Entertainment, Toy's Factory","Fall 2016"
"Kemono no Souja Erin","Erin","TV","50","148","8.43","12362","1544","49375","1104","Drama, Fantasy, Slice of Life","Novel","None found, add some","Production I.G, Trans Arts","NHK","Winter 2009"
"Kino no Tabi: The Beautiful World","Kino's Journey","TV","13","149","8.43","51221","560","147382","4628","Action, Adventure, Slice of Life, Psychological","Light novel","ADV Films, Sentai Filmworks","A.C.G.T.","WOWOW, Genco, Pony Canyon, Studio Wombat, chara-ani.com, ASCII Media Works","Spring 2003"
"Kizumonogatari I: Tekketsu-hen","Kizumonogatari Part 1: Tekketsu","Movie","1","150","8.43","82156","392","193388","1037","Mystery, Supernatural, Vampire","Light novel","Aniplex of America","Shaft","Aniplex, Kodansha",""
"Megalo Box","","TV","13","151","8.43","19893","814","107137","355","Action, Drama, Sci-Fi, Shounen, Slice of Life, Sports","Original","None found, add some","TMS Entertainment","TBS, Kodansha, Bandai Namco Arts","Spring 2018"
"Ookami to Koushinryou II","Spice and Wolf II","TV","12","152","8.43","161609","241","276327","3194","Adventure, Historical, Romance, Fantasy","Light novel","Funimation","Brain's Base, Marvy Jack","Imagin, flying DOG","Summer 2009"
"Re:Zero kara Hajimeru Isekai Seikatsu","Re:ZERO -Starting Life in Another World-","TV","25","153","8.43","439724","35","723083","27198","Psychological, Drama, Thriller, Fantasy","Light novel","Funimation","White Fox","TV Tokyo, Media Factory, Kadokawa Shoten, AT-X, Magic Capsule, Memory-Tech, Hakuhodo DY Music & Pictures","Spring 2016"
"Diamond no Ace: Second Season","Ace of Diamond: Second Season","TV","51","154","8.42","29362","1386","57859","609","Comedy, Sports, School, Shounen","Manga","None found, add some","Production I.G, Madhouse","TV Tokyo, Sotsu","Spring 2015"
"Doukyuusei (Movie)","Doukyusei -Classmates-","Movie","1","155","8.42","31576","1243","65800","1543","Slice of Life, Romance, School, Shounen Ai","Manga","Aniplex of America","A-1 Pictures","Aniplex, Half H.P Studio",""
"Girls & Panzer Movie","Girls und Panzer der Film","Movie","1","156","8.42","22796","1624","45939","768","Sports, Military, School","Original","Sentai Filmworks","Actas","Bandai Visual, Lantis, Movic, Showgate, Graphinica, Q-Tec, Hakuhodo DY Music & Pictures, Hakuhodo DY Media Partners",""
"Shingeki no Kyojin: Kuinaki Sentaku","","OVA","2","157","8.42","90413","503","160063","944","Action, Fantasy, Shoujo","Manga","None found, add some","Wit Studio","None found, add some",""
"Cowboy Bebop: Tengoku no Tobira","Cowboy Bebop: The Movie","Movie","1","158","8.41","111584","440","180733","706","Action, Space, Drama, Mystery, Sci-Fi","Original","Sony Pictures Entertainment","Bones","Sunrise, Bandai Visual",""
"Detective Conan Movie 06: The Phantom of Baker Street","Case Closed: The Phantom of Baker Street","Movie","1","159","8.41","23679","1832","38292","107","Adventure, Mystery, Police, Shounen","Manga","Funimation","TMS Entertainment","None found, add some",""
"JoJo no Kimyou na Bouken (TV)","JoJo's Bizarre Adventure","TV","26","160","8.41","187917","166","340779","12595","Action, Adventure, Supernatural, Vampire, Shounen","Manga","Viz Media","David Production","Yomiko Advertising, Warner Bros., KlockWorx","Fall 2012"
"Nanatsu no Taizai: Imashime no Fukkatsu","","TV","24","161","8.41","46676","340","216631","1663","Action, Adventure, Supernatural, Magic, Fantasy, Shounen","Manga","None found, add some","A-1 Pictures","Aniplex, Dentsu, Kodansha, Movic, Sammy","Winter 2018"
"Natsume Yuujinchou: Itsuka Yuki no Hi ni","","OVA","1","162","8.41","19341","1737","41494","73","Drama, Fantasy, Shoujo, Slice of Life, Supernatural","Manga","None found, add some","Brain's Base","Aniplex, Nihon Ad Systems",""
"No Game No Life","No Game, No Life","TV","12","163","8.41","624912","11","973281","31845","Game, Adventure, Comedy, Supernatural, Ecchi, Fantasy","Light novel","Sentai Filmworks","Madhouse","Frontier Works, Media Factory, Movic, AT-X","Spring 2014"
"Nodame Cantabile","Nodame Cantabile","TV","23","164","8.41","87492","382","199265","4443","Music, Slice of Life, Comedy, Drama, Romance, Josei","Manga","None found, add some","J.C.Staff","Dentsu, Genco, Kodansha, Fuji TV, Magic Capsule, Sony Music Entertainment, Fuji Pacific Music Publishing","Winter 2007"
"Noragami Aragoto","Noragami Aragoto","TV","13","165","8.41","325586","66","546688","7039","Action, Adventure, Comedy, Supernatural, Shounen","Manga","Funimation","Bones","Dentsu, Shochiku, Kodansha, Ai Addiction, Avex Pictures, A-Sketch","Fall 2015"
"Shelter","Shelter","Music","1","166","8.41","108952","508","159125","1723","Sci-Fi, Music","Music","Crunchyroll","A-1 Pictures","Half H.P Studio",""
"Fate/stay night: Unlimited Blade Works 2nd Season","Fate/stay night [Unlimited Blade Works] Season 2","TV","13","167","8.40","215383","169","336640","3959","Action, Supernatural, Magic, Fantasy","Visual novel","Aniplex of America","ufotable","Aniplex, Notes","Spring 2015"
"One Outs","One Outs","TV","25","168","8.40","59054","744","116037","2312","Sports, Psychological, Seinen","Manga","None found, add some","Madhouse","VAP, Nippon Television Network","Fall 2008"
"Rurouni Kenshin: Meiji Kenkaku Romantan","Rurouni Kenshin","TV","94","169","8.40","135937","242","276027","8143","Action, Adventure, Comedy, Historical, Romance, Samurai","Manga","Media Blasters","Studio Gallop, Studio Deen","Aniplex, SME Visual Works, Fuji TV","Winter 1996"
"Stranger: Mukou Hadan","Sword of the Stranger","Movie","1","170","8.40","93283","462","174414","2069","Action, Adventure, Historical, Samurai","Original","Funimation, Bandai Entertainment","Bones","Bandai Visual, Shochiku, Sony Music Entertainment, Hakuhodo DY Media Partners",""
"Tsubasa: Tokyo Revelations","Tsubasa RESERVoir CHRoNiCLE: Tokyo Revelations","OVA","3","171","8.40","35396","1213","67250","830","Action, Adventure, Drama, Romance, Fantasy, Shounen","Manga","Funimation","Production I.G","Kodansha",""
"Hunter x Hunter: Yorkshin City Kanketsu-hen","","OVA","8","172","8.39","39886","1198","67990","273","Action, Adventure, Super Power, Shounen","Manga","None found, add some","Nippon Animation","None found, add some",""
"Natsume Yuujinchou","","OVA","1","173","8.41","19341","1737","41494","73","Drama, Fantasy, Shoujo, Slice of Life, Supernatural","Manga","None found, add some","Brain's Base","Aniplex, Nihon Ad Systems",""
"Toradora!","Toradora!","TV","25","174","8.39","559047","13","912521","35374","Slice of Life, Comedy, Romance, School","Light novel","NIS America, Inc.","J.C.Staff","Genco, Starchild Records, Magic Capsule, Yomiuri Advertising, TV Tokyo Music","Fall 2008"
"Hunter x Hunter: Greed Island Final","","OVA","14","175","8.38","43335","1147","72186","196","Action, Adventure, Shounen, Super Power","Manga","None found, add some","Nippon Animation","None found, add some",""
"Kono Sekai no Katasumi ni","In This Corner of the World","Movie","1","176","8.38","14809","1537","50122","298","Historical, Drama, Seinen","Manga","Shout! Factory","MAPPA","Genco, Animatsu Entertainment",""
"Major S1","","TV","26","177","8.38","29009","1454","54210","912","Comedy, Sports, Drama, Shounen","Manga","None found, add some","Studio Hibari","Shogakukan Productions, NHK","Fall 2004"
"Natsume Yuujinchou Go Specials","","Special","2","178","8.38","6627","2958","16322","32","Slice of Life, Supernatural, Drama, Fantasy, Shoujo","Manga","None found, add some","Shuka","None found, add some",""
"NHK ni Youkoso!","Welcome to the N.H.K.","TV","24","179","8.38","189382","132","384751","15936","Comedy, Psychological, Drama, Romance","Novel","ADV Films, Funimation","Gonzo","NHK, Victor Entertainment","Summer 2006"
"Tenkuu no Shiro Laputa","Castle in the Sky","Movie","1","180","8.38","131482","364","205434","1812","Adventure, Fantasy, Romance, Sci-Fi","Original","Walt Disney Studios, GKIDS","Studio Ghibli","Tokuma Shoten",""
"Versailles no Bara","The Rose of Versailles","TV","40","181","8.38","14084","1662","44363","1662","Military, Historical, Drama, Romance, Shoujo","Manga","Nozomi Entertainment","Tokyo Movie Shinsha","Nippon Television Network","Fall 1979"
"Beck","Beck: Mongolian Chop Squad","TV","26","182","8.37","87145","416","185018","5746","Comedy, Drama, Music, Shounen, Slice of Life","Manga","Funimation","Madhouse","Marvelous, Starchild Records, Asatsu DK, Kodansha","Fall 2004"
"Gintama: Shiroyasha Koutan","","Special","1","183","8.37","18996","1896","36316","63","Action, Sci-Fi, Comedy, Historical, Parody","Manga","None found, add some","Sunrise","None found, add some",""
"Hajime no Ippo: Champion Road","Fighting Spirit: Champion Road","Special","1","184","8.37","41088","1261","64707","149","Comedy, Shounen, Sports","Manga","Geneon Entertainment USA","Madhouse","None found, add some",""
"Kuroko no Basket","Kuroko's Basketball","TV","25","185","8.37","288627","85","484819","15388","Comedy, School, Shounen, Sports","Manga","None found, add some","Production I.G","Bandai Visual, Lantis, Nihon Ad Systems, Mainichi Broadcasting System, Banpresto, Shueisha, BS11","Spring 2012"
"Detective Conan Movie 13: The Raven Chaser","Detective Conan: The Jet Black Chaser","Movie","1","186","8.36","17132","2136","29550","45","Action, Police, Mystery, Shounen","Manga","None found, add some","Tokyo Movie Shinsha","Shogakukan Productions, TMS Entertainment",""
"Kono Subarashii Sekai ni Shukufuku wo! 2","KonoSuba: God's Blessing on This Wonderful World! 2","TV","10","187","8.36","255610","111","419555","4667","Adventure, Comedy, Parody, Supernatural, Magic, Fantasy","Light novel","None found, add some","Studio Deen","Kadokawa Shoten, Nippon Columbia, KlockWorx, Sony Music Communications, Toranoana, 81 Produce, Kadokawa Media House","Winter 2017"
